id,departamento,salario,idade
80,Diretoria,6144.4,52
81,TI,13356.53,34
82,Diretoria,5654.21,34
83,Vendas,9099.48,49
84,TI,4346.7,63
85,Marketing,4275.94,33
86,TI,7058.6,27
87,Diretoria,8514.44,35
88,Vendas,6623.72,28
89,Vendas,12351.39,27
90,RH,6831.13,37
91,Engenharia,4116.01,54
92,Marketing,6360.66,53
93,TI,11902.49,29
94,Diretoria,4694.0,63
95,Marketing,12889.25,28
96,TI,9657.25,53
97,Vendas,14348.79,39
98,Engenharia,3117.28,34
99,Vendas,7088.48,25
100,Marketing,14287.21,41
101,Engenharia,10106.38,65
102,TI,5952.81,47
103,Marketing,13963.46,24
104,Vendas,12596.23,25
105,Marketing,4835.1,62
106,Marketing,3018.79,33
107,TI,10285.98,24
108,RH,8291.33,60
109,Engenharia,4508.73,23
110,TI,14772.29,63
111,Diretoria,9588.68,36
112,Marketing,8558.52,21
113,Engenharia,5192.1,36
114,Engenharia,12284.16,39
115,Engenharia,11595.98,61
116,Diretoria,3992.37,32
117,RH,11833.67,61
118,Engenharia,12181.81,21
119,Diretoria,12643.34,22
120,Engenharia,3608.1,55
121,Marketing,5443.28,21
122,RH,12866.28,62
123,Diretoria,8878.57,26
124,RH,5144.23,36
125,Engenharia,14409.56,33
126,TI,5785.03,33
127,Marketing,4939.04,55
128,Vendas,6052.62,28
129,Diretoria,8786.2,22
130,TI,3298.96,30
131,Diretoria,3984.54,26
132,Diretoria,9788.46,55
133,Marketing,13111.09,58
134,Vendas,5353.33,38
135,Marketing,13985.08,65
136,Diretoria,5292.67,29
137,Diretoria,4562.23,63
138,Diretoria,13389.55,59
139,Marketing,5392.1,36
140,Marketing,13039.37,27
141,RH,11888.92,26
142,Marketing,11177.94,63
143,RH,9974.68,22
144,Diretoria,9117.77,33
145,TI,12080.58,21
146,Diretoria,10968.62,25
147,Marketing,9003.76,65
148,TI,10082.75,37
149,Vendas,11151.02,31
150,Diretoria,8198.72,24
151,TI,10819.95,24
152,Diretoria,4322.92,36
153,Engenharia,13603.2,50
154,Engenharia,7184.99,37
155,RH,5112.92,48
156,RH,8189.63,44
157,Diretoria,11169.99,21
158,TI,4638.51,41
159,Vendas,10065.7,52
160,Marketing,12492.73,25
161,Vendas,8638.65,56
162,Diretoria,8234.12,35
163,Vendas,7419.29,41
164,Marketing,3077.77,56
165,Diretoria,8984.53,31
166,Diretoria,3388.9,65
167,Vendas,12778.97,41
168,RH,9241.08,55
169,Marketing,14260.8,56
170,TI,3371.67,57
171,TI,10320.5,38
172,Marketing,11545.94,26
173,RH,5843.38,52
174,Marketing,13577.6,38
175,Diretoria,7807.77,34
176,Diretoria,8514.61,60
177,Engenharia,6079.7,65
178,Engenharia,4742.36,58
179,Engenharia,3925.91,31
180,Vendas,3672.84,23
181,Engenharia,3769.41,61
182,Engenharia,8919.5,31
183,Engenharia,7015.93,65
184,RH,5737.15,39
185,Engenharia,5501.19,52
186,Diretoria,7193.36,52
187,Marketing,8487.1,49
188,Engenharia,3321.32,29
189,Vendas,9275.69,51
190,Diretoria,6086.98,64
191,Vendas,4288.73,47
192,Diretoria,7293.37,56
193,Engenharia,8186.28,34
194,RH,3418.91,39
195,RH,3715.95,55
196,Engenharia,11274.51,52
197,RH,9779.8,39
198,RH,12018.11,46
199,TI,13165.74,59
200,RH,4762.05,29
201,Engenharia,10214.41,46
202,Diretoria,11410.73,27
203,Vendas,5932.46,24
204,Vendas,7996.99,58
205,RH,5132.23,65
206,TI,6873.88,55
207,Marketing,12413.58,40
208,Vendas,11406.59,46
209,Engenharia,5074.32,32
210,RH,13136.07,38
211,Vendas,5489.71,35
212,Marketing,4437.45,22
213,Engenharia,7135.7,53
214,Marketing,14032.33,54
215,Engenharia,11568.73,65
216,Engenharia,11944.24,31
217,RH,7910.23,44
218,Vendas,14564.54,27
219,Diretoria,10346.5,59
220,TI,9717.52,20
221,RH,4552.87,56
222,RH,7983.7,37
223,Vendas,9608.69,47
224,Vendas,10357.12,60
225,Vendas,11536.75,25
226,TI,11439.41,25
227,TI,6268.43,45
228,TI,9361.15,53
229,Diretoria,12117.14,23
230,Vendas,9735.75,23
231,RH,9659.45,46
232,Marketing,3945.74,25
233,Vendas,4568.31,57
234,Engenharia,4312.68,25
235,Marketing,11481.83,35
236,Marketing,12172.53,61
237,Marketing,4009.04,40
238,Diretoria,14029.69,64
239,Engenharia,6240.58,53
240,TI,12851.49,24
241,Marketing,7810.39,36
242,Marketing,8003.87,50
243,TI,14587.76,62
244,Diretoria,6015.31,57
245,Marketing,11154.35,57
246,RH,13228.92,54
247,Diretoria,3361.99,64
248,Marketing,11865.0,52
249,Marketing,4300.87,42
250,Vendas,14316.18,57
251,Engenharia,13382.87,47
252,Engenharia,4142.73,20
253,Engenharia,3268.28,64
254,Marketing,10235.03,38
255,Marketing,4888.88,25
256,TI,14985.97,60
257,Engenharia,7968.63,20
258,TI,6129.85,20
259,Marketing,11152.3,62
260,RH,8916.6,63
261,Marketing,9877.84,27
262,Diretoria,5410.19,37
263,TI,6143.02,51
264,Engenharia,9634.22,40
265,Vendas,3965.4,58
266,Engenharia,14740.43,40
267,Marketing,3216.71,33
268,RH,3587.66,36
269,RH,6988.08,65
270,Vendas,10539.89,53
271,Diretoria,7081.01,26
272,Engenharia,13207.81,21
273,Vendas,14125.57,22
274,TI,10193.76,37
275,RH,14255.07,54
276,Diretoria,10176.01,43
277,Engenharia,8867.27,49
278,Marketing,9880.84,41
279,Engenharia,13642.67,55
280,Vendas,6187.41,34
281,Marketing,11399.23,63
282,Engenharia,14651.59,39
283,Marketing,3458.61,61
284,Vendas,4980.66,38
285,Vendas,6620.87,24
286,RH,3045.14,21
287,TI,10350.25,21
288,Engenharia,11008.24,64
289,TI,4217.66,50
290,Marketing,8954.1,54
291,TI,14998.0,35
292,Diretoria,5683.25,62
293,Marketing,4689.35,21
294,Engenharia,14034.18,46
295,Engenharia,7789.64,65
296,Diretoria,9020.47,56
297,Diretoria,4199.39,21
298,Engenharia,13970.94,64
299,Marketing,9653.58,60
300,Vendas,3804.21,53
301,RH,6410.01,46
302,Marketing,3970.31,28
303,Marketing,8357.09,54
304,Engenharia,9152.83,23
305,RH,13670.67,61
306,Vendas,3856.73,58
307,TI,3278.7,51
308,Diretoria,8521.47,25
309,Engenharia,3126.47,50
310,Marketing,7696.61,26
311,Vendas,5805.7,30
312,TI,5931.58,64
313,Marketing,10691.8,54
314,RH,10968.52,23
315,TI,8100.03,31
316,Diretoria,4865.78,65
317,RH,8981.4,32
318,Marketing,6508.35,50
319,Diretoria,9955.83,23
320,Marketing,13885.61,41
321,Marketing,10898.35,64
322,Marketing,8494.56,55
323,Marketing,3416.24,24
324,Diretoria,6849.88,27
325,RH,10918.81,20
326,Marketing,13326.06,26
327,Engenharia,10368.51,56
328,Vendas,12561.36,59
329,TI,14853.67,28
330,TI,7080.4,47
331,Vendas,10263.15,30
332,Engenharia,9659.28,35
333,TI,12385.59,43
334,RH,9797.18,33
335,Marketing,10201.61,40
336,Marketing,3421.28,54
337,TI,7859.56,42
338,Marketing,8290.99,39
339,Marketing,8685.53,33
340,Diretoria,5906.97,60
341,Vendas,7663.75,41
342,Marketing,9354.34,53
343,Marketing,13651.24,30
344,TI,14292.43,23
345,Engenharia,12454.28,35
346,Diretoria,8117.46,30
347,Diretoria,9711.39,25
348,RH,4236.78,26
349,RH,6771.62,23
350,RH,8092.09,43
351,Marketing,6092.11,21
352,RH,14651.96,49
353,Engenharia,12330.64,31
354,Engenharia,8749.29,22
355,Engenharia,9382.52,55
356,Vendas,11387.1,31
357,RH,6615.95,51
358,RH,9979.93,21
359,Diretoria,11481.0,49
360,Vendas,8816.61,25
361,RH,4239.1,65
362,Engenharia,12361.78,25
363,Marketing,13122.66,35
364,Diretoria,7569.73,40
365,Marketing,6669.71,40
366,Diretoria,14826.93,50
367,Marketing,12216.23,20
368,RH,6848.08,40
369,RH,7806.22,37
370,TI,11355.02,33
371,Vendas,4899.76,64
372,Diretoria,7393.94,55
373,Engenharia,6121.58,42
374,Vendas,8261.4,46
375,TI,6221.75,47
376,Marketing,9290.38,38
377,Marketing,7971.11,29
378,RH,8662.98,64
379,TI,9447.65,24
380,TI,4021.56,50
381,Marketing,13225.45,59
382,Engenharia,10999.78,31
383,Vendas,14687.02,25
384,RH,9926.71,33
385,Vendas,11058.59,46
386,Engenharia,13230.91,49
387,TI,14778.54,48
388,Vendas,8239.06,49
389,RH,12132.91,27
390,RH,7376.95,24
391,RH,4650.27,48
392,Diretoria,9933.91,23
393,Vendas,5795.24,50
394,Marketing,10115.1,39
395,Diretoria,14344.15,23
396,RH,13800.73,32
397,Diretoria,13627.0,50
398,RH,13484.05,31
399,Vendas,7110.4,58
400,Diretoria,5481.44,51
401,Marketing,14318.81,63
402,Diretoria,13180.97,55
403,Engenharia,7304.67,38
404,Diretoria,11654.19,39
405,Diretoria,6955.4,52
406,RH,13420.59,51
407,RH,10208.02,30
408,Vendas,13600.74,65
409,Diretoria,4382.52,58
410,Vendas,13375.55,43
411,Vendas,14554.94,59
412,Marketing,10944.43,56
413,Marketing,10890.75,23
414,Engenharia,10611.23,43
415,Vendas,7641.99,42
416,Engenharia,10831.53,50
417,Vendas,13507.74,43
418,Marketing,13034.39,57
419,Vendas,14463.1,46
420,Diretoria,11199.13,65
421,Vendas,9862.51,51
422,TI,8952.87,22
423,Engenharia,13427.08,35
424,Engenharia,12116.55,24
425,Vendas,6179.33,21
426,RH,3626.49,22
427,Vendas,8282.62,42
428,Marketing,10892.13,36
429,Engenharia,11745.76,27
430,Vendas,10186.93,64
431,RH,6448.88,35
432,TI,7529.28,65
433,TI,12952.21,34
434,Vendas,4419.16,41
435,Vendas,7359.39,33
436,Marketing,7803.58,56
437,Vendas,12513.28,27
438,Engenharia,7756.92,42
439,Diretoria,3339.55,31
440,RH,10878.39,31
441,Diretoria,10436.43,26
442,RH,10533.67,42
443,RH,4749.91,48
444,TI,13221.05,63
445,Vendas,10945.46,62
446,Diretoria,4934.36,35
447,Diretoria,3702.06,21
448,RH,11281.78,60
449,RH,14091.29,45
450,Diretoria,9549.34,30
451,TI,11765.85,24
452,Engenharia,9405.73,48
453,Engenharia,6090.42,24
454,Diretoria,8486.01,20
455,Marketing,8864.38,62
456,Marketing,3233.77,46
457,RH,9347.32,62
458,Vendas,8523.16,38
459,Engenharia,6038.55,21
460,TI,4241.82,51
461,Vendas,7368.62,52
462,Vendas,12870.66,31
463,Vendas,4556.74,25
464,Vendas,14420.7,61
465,Vendas,8550.62,53
466,Vendas,12995.59,25
467,RH,13520.46,45
468,Engenharia,13983.66,46
469,TI,8642.2,53
470,Marketing,14233.03,40
471,Marketing,7126.08,62
472,Marketing,7451.44,23
473,RH,6945.82,60
474,Vendas,14497.38,49
475,Diretoria,11273.69,38
476,TI,12166.81,46
477,Vendas,13488.46,24
478,Marketing,12188.83,26
479,RH,13872.2,46
480,Marketing,11365.89,37
481,Engenharia,13962.07,28
482,Diretoria,4270.33,20
483,TI,12717.54,42
484,Marketing,11237.73,61
485,TI,5192.36,50
486,Vendas,7630.72,30
487,RH,11648.86,50
488,Marketing,11897.25,44
489,Engenharia,8791.42,52
490,Vendas,3202.4,51
491,Vendas,12108.49,40
492,RH,11447.77,21
493,Diretoria,11554.82,24
494,RH,11155.77,53
495,Marketing,3116.93,49
496,Marketing,6930.05,62
497,Engenharia,12841.85,52
498,Engenharia,13891.15,34
499,Diretoria,12639.49,52
500,Diretoria,5612.64,42
501,RH,4829.28,54
502,TI,9215.63,56
503,TI,9960.73,41
504,Vendas,4943.14,42
505,Marketing,5235.3,37
506,RH,8623.95,26
507,Diretoria,6019.67,31
508,RH,10384.66,29
509,TI,10255.25,21
510,Vendas,9222.87,53
511,Marketing,6287.76,49
512,Marketing,3617.17,34
513,TI,11990.19,39
514,Marketing,12906.58,41
515,RH,13946.61,65
516,Marketing,13874.91,47
517,RH,6502.42,31
518,Diretoria,10055.35,25
519,TI,14919.18,38
520,TI,10208.67,34
521,TI,10413.27,23
522,RH,14433.95,21
523,Diretoria,6517.01,53
524,Diretoria,5983.53,49
525,TI,3389.23,24
526,TI,3947.45,24
527,Marketing,3322.23,32
528,Vendas,13801.4,33
529,Engenharia,3976.33,34
530,TI,13336.13,56
531,TI,12947.67,50
532,Marketing,7973.37,22
533,Vendas,5283.05,23
534,RH,7485.38,44
535,Diretoria,14266.35,33
536,Diretoria,9233.56,22
537,RH,7876.85,61
538,Vendas,13658.24,60
539,Vendas,12162.22,64
540,Marketing,13130.35,34
541,Vendas,3050.61,51
542,Diretoria,3657.36,36
543,Engenharia,11051.57,60
544,Engenharia,10555.49,53
545,TI,11994.12,53
546,RH,6487.32,37
547,Marketing,11822.44,27
548,Marketing,10176.83,61
549,RH,13555.87,63
550,Vendas,14638.98,65
551,Engenharia,14604.7,65
552,RH,11053.4,20
553,Marketing,13281.56,42
554,Engenharia,9711.61,26
555,Diretoria,4957.28,49
556,Vendas,12566.51,29
557,Vendas,8776.69,63
558,Engenharia,12013.81,20
559,TI,4766.4,54
560,Marketing,14569.76,36
561,TI,7428.4,62
562,TI,5594.12,38
563,Engenharia,12193.82,43
564,TI,13724.18,54
565,TI,4501.8,37
566,Vendas,3285.92,49
567,Vendas,11108.33,33
568,Diretoria,4317.59,38
569,Diretoria,8765.42,47
570,TI,5358.07,42
571,Engenharia,13177.82,26
572,Vendas,4514.12,30
573,Marketing,10052.13,44
574,RH,13407.53,59
575,TI,8946.71,28
576,Marketing,7022.85,64
577,Marketing,3608.0,57
578,Diretoria,13500.14,31
579,Engenharia,13254.31,58
580,Diretoria,10483.47,53
581,Marketing,10160.28,46
582,Engenharia,9453.79,48
583,Diretoria,14132.05,21
584,Engenharia,3134.32,35
585,TI,9644.7,37
586,Marketing,9661.91,48
587,TI,12739.95,35
588,RH,8261.78,45
589,TI,12011.2,51
590,Diretoria,9280.32,37
591,Marketing,10004.38,24
592,Diretoria,12931.77,23
593,Vendas,12693.47,61
594,RH,8138.87,20
595,RH,5281.67,58
596,Engenharia,10613.89,38
597,Marketing,10731.55,36
598,Vendas,4401.53,32
599,RH,12527.64,52
600,Diretoria,3212.37,44
601,Engenharia,10883.47,53
602,Vendas,8052.42,53
603,Engenharia,13875.88,50
604,Engenharia,10603.82,25
605,Engenharia,14091.87,62
606,RH,11663.47,23
607,Marketing,11312.98,22
608,Vendas,9802.39,27
609,RH,14729.89,52
610,Marketing,14589.54,34
611,Marketing,11292.53,64
612,Marketing,7526.57,53
613,TI,14975.87,55
614,Marketing,6903.01,24
615,Engenharia,10006.36,62
616,TI,13821.81,24
617,Engenharia,9578.6,63
618,Marketing,11174.67,40
619,Marketing,10782.09,48
620,Engenharia,10294.06,45
621,Vendas,12903.86,22
622,Marketing,11221.47,40
623,Marketing,3335.07,20
624,Vendas,4207.28,39
625,Diretoria,4763.77,57
626,Engenharia,3851.88,54
627,Engenharia,6370.35,40
628,TI,9636.3,33
629,TI,5622.43,65
630,Engenharia,4574.06,61
631,Vendas,11575.79,65
632,Engenharia,9104.05,23
633,Marketing,3897.62,21
634,Vendas,4003.22,29
635,Marketing,5336.25,54
636,RH,9758.02,26
637,Diretoria,3704.63,46
638,RH,5684.36,23
639,Diretoria,4756.96,23
640,TI,11831.49,29
641,RH,10981.19,25
642,Engenharia,13950.25,58
643,Marketing,14707.29,44
644,RH,13784.83,65
645,Marketing,3779.4,25
646,TI,3419.16,38
647,Engenharia,6105.77,58
648,Diretoria,10906.07,61
649,RH,7252.45,58
650,Engenharia,10077.29,35
651,Marketing,4666.81,62
652,Engenharia,10499.4,29
653,TI,8830.42,38
654,Diretoria,12791.34,48
655,TI,8595.48,58
656,Diretoria,6714.3,33
657,Marketing,14227.29,53
658,TI,12957.38,28
659,Engenharia,11875.3,53
660,Vendas,5834.61,62
661,Vendas,10899.35,43
662,Marketing,14793.69,41
663,TI,10052.75,34
664,Marketing,7179.4,55
665,RH,7716.49,36
666,RH,3229.3,23
667,Diretoria,14012.4,65
668,RH,13321.44,61
669,Diretoria,10661.91,48
670,Diretoria,12797.01,58
671,RH,12035.81,28
672,Vendas,10245.53,48
673,Vendas,11729.43,51
674,Engenharia,3058.42,61
675,TI,10025.95,22
676,RH,6438.25,29
677,Diretoria,7732.65,45
678,RH,3889.99,57
679,TI,14564.28,60
680,Diretoria,3812.64,40
681,Diretoria,10387.6,24
682,Engenharia,12445.97,48
683,Vendas,8096.88,50
684,Vendas,3254.93,39
685,Engenharia,4371.46,61
686,TI,6832.63,28
687,RH,8111.58,32
688,Marketing,11732.41,65
689,RH,11914.45,27
690,RH,10523.09,63
691,Diretoria,9670.35,36
692,Diretoria,5799.2,35
693,TI,7178.16,46
694,Marketing,10560.17,54
695,Vendas,13974.08,54
696,TI,10815.36,39
697,TI,5714.9,44
698,Diretoria,8159.41,59
699,Engenharia,8593.24,54
700,Engenharia,8707.74,21
701,RH,7432.91,42
702,RH,14919.41,48
703,Engenharia,3194.8,54
704,Vendas,7747.09,34
705,Vendas,12483.44,24
706,RH,13596.43,35
707,TI,3122.02,24
708,Engenharia,13604.55,24
709,RH,4619.8,64
710,Vendas,14055.09,52
711,Vendas,11585.41,49
712,Diretoria,7906.24,58
713,Marketing,3999.53,60
714,Vendas,13845.83,40
715,RH,6279.26,57
716,Vendas,7503.27,20
717,Engenharia,3340.99,59
718,Marketing,7408.3,37
719,RH,10249.39,51
720,Engenharia,5984.47,56
721,RH,4664.92,21
722,Marketing,3181.98,51
723,Vendas,3782.17,62
724,RH,13002.11,45
725,Engenharia,5392.62,57
726,Engenharia,12586.57,60
727,Vendas,9990.31,50
728,Diretoria,12846.53,37
729,Diretoria,6827.74,63
730,Vendas,13931.08,30
731,Diretoria,7819.11,54
732,Diretoria,3606.2,61
733,Engenharia,8855.69,32
734,Marketing,10345.68,45
735,TI,3274.32,32
736,Marketing,13533.75,40
737,Vendas,13588.07,40
738,Engenharia,11036.44,46
739,Vendas,7644.31,44
740,Marketing,7238.82,61
741,RH,9454.82,24
742,Engenharia,5168.82,61
743,RH,5862.31,43
744,Marketing,11445.18,42
745,Vendas,10937.93,64
746,Diretoria,7947.16,56
747,Marketing,13421.27,36
748,Marketing,12981.41,29
749,RH,13208.53,26
750,TI,7198.29,27
751,Marketing,14460.05,26
752,Engenharia,10576.95,29
753,Diretoria,4801.07,47
754,Vendas,4657.9,48
755,Engenharia,8444.74,30
756,TI,13401.19,55
757,TI,9325.44,27
758,Marketing,13310.47,41
759,RH,7713.76,38
760,Marketing,12048.66,65
761,Engenharia,6024.76,37
762,RH,14415.2,25
763,Engenharia,5033.99,25
764,TI,8635.59,64
765,Engenharia,4516.85,41
766,Marketing,7294.97,30
767,Vendas,13136.0,61
768,RH,9705.27,35
769,Diretoria,3117.87,37
770,Diretoria,8925.72,44
771,Marketing,6845.98,36
772,Vendas,9242.41,62
773,Diretoria,14186.99,54
774,Engenharia,13431.84,65
775,Engenharia,4166.83,28
776,TI,14650.14,28
777,RH,6499.37,54
778,Marketing,10984.83,43
779,Engenharia,10021.21,20
780,Engenharia,7912.88,51
781,TI,10633.36,28
782,Engenharia,9617.8,30
783,Diretoria,6483.3,48
784,TI,10361.4,49
785,Vendas,11082.26,27
786,Diretoria,5858.2,24
787,RH,13214.27,58
788,Diretoria,3781.64,64
789,Marketing,6851.6,27
790,Engenharia,5306.85,56
791,Marketing,3521.48,31
792,Engenharia,3015.01,33
793,Marketing,10237.97,48
794,RH,5171.92,25
795,RH,10299.55,25
796,Marketing,6748.16,46
797,Diretoria,10316.41,24
798,Engenharia,5051.32,35
799,Engenharia,7540.74,44
800,TI,10727.47,39
801,RH,7998.73,54
802,Marketing,9141.19,48
803,Engenharia,8547.65,58
804,Vendas,12626.97,44
805,Diretoria,13502.09,52
806,Engenharia,12588.46,52
807,Vendas,7999.51,23
808,TI,7462.46,42
809,Marketing,7884.09,20
810,Marketing,9158.51,46
811,Marketing,7306.47,61
812,Vendas,9748.48,32
813,Engenharia,10966.56,25
814,Diretoria,8376.3,65
815,TI,10145.01,53
816,Marketing,9527.7,55
817,Marketing,3875.67,26
818,Vendas,14507.71,49
819,TI,10757.05,38
820,Engenharia,11099.4,34
821,Marketing,11065.16,34
822,Marketing,6033.26,60
823,RH,12275.71,26
824,Diretoria,13200.88,37
825,RH,3455.85,26
826,Marketing,12215.19,34
827,Vendas,13538.24,56
828,Vendas,5272.76,24
829,Marketing,4764.53,21
830,RH,7822.7,51
831,RH,7607.9,52
832,RH,5168.66,48
833,Diretoria,14703.71,40
834,Vendas,4914.81,38
835,Marketing,8290.1,38
836,TI,9629.6,20
837,Diretoria,13029.79,28
838,Engenharia,14820.87,56
839,Diretoria,6859.93,34
840,RH,9573.97,54
841,Diretoria,6127.64,59
842,Engenharia,11290.75,61
843,TI,13821.31,58
844,Vendas,6318.3,37
845,Engenharia,4250.27,29
846,TI,3021.34,50
847,Engenharia,14636.27,57
848,Marketing,4721.22,41
849,RH,7366.62,44
850,Marketing,7438.58,33
851,Marketing,3040.28,40
852,Marketing,14154.33,45
853,Engenharia,13292.69,20
854,RH,9557.02,32
855,Diretoria,4687.28,27
856,RH,3106.07,54
857,Engenharia,13139.27,38
858,Marketing,12426.53,39
859,Engenharia,10234.31,63
860,Diretoria,6070.78,65
861,Vendas,3450.87,37
862,Vendas,5683.84,39
863,Marketing,5994.54,54
864,TI,3804.86,20
865,Diretoria,7954.79,28
866,TI,5466.64,27
867,TI,12199.64,25
868,RH,7071.01,65
869,Engenharia,9021.52,37
870,Engenharia,4341.75,30
871,Vendas,10998.03,21
872,TI,9415.5,39
873,Diretoria,10382.75,32
874,Marketing,5941.83,30
875,RH,11894.27,48
876,RH,12767.27,22
877,Engenharia,14793.44,49
878,Engenharia,14851.7,39
879,Vendas,9716.85,58
880,TI,10419.67,50
881,Marketing,12454.97,46
882,Vendas,9610.26,41
883,Engenharia,14987.95,53
884,Engenharia,5037.37,42
885,RH,6645.96,36
886,RH,3520.21,30
887,Diretoria,7952.61,44
888,Marketing,12122.33,46
889,TI,12472.11,57
890,TI,14155.11,37
891,Vendas,5540.93,63
892,TI,11662.18,42
893,Marketing,11316.8,25
894,Diretoria,13643.8,38
895,Marketing,13364.71,51
896,Diretoria,5573.75,39
897,RH,4441.28,40
898,Vendas,6113.97,44
899,RH,7439.91,36
900,Engenharia,7364.22,25
901,RH,5478.85,42
902,Diretoria,8622.72,40
903,TI,12660.73,63
904,Marketing,4530.99,52
905,RH,12626.41,25
906,TI,3027.32,40
907,TI,4158.75,63
908,Diretoria,6956.44,22
909,Engenharia,12275.22,34
910,Vendas,4814.94,63
911,RH,4121.67,42
912,Vendas,3033.77,64
913,Vendas,4206.41,52
914,Diretoria,5849.99,56
915,Engenharia,6103.09,21
916,TI,3877.0,51
917,Marketing,6622.09,63
918,RH,12666.33,37
919,Vendas,12809.18,50
920,RH,13233.56,42
921,Marketing,13562.39,52
922,Marketing,10142.78,64
923,TI,6589.4,36
924,Marketing,3775.32,51
925,TI,3812.66,22
926,Vendas,13534.61,56
927,Engenharia,6771.59,34
928,RH,13246.46,63
929,Marketing,11755.63,58
930,RH,9396.41,58
931,Marketing,6973.76,56
932,RH,8773.2,63
933,RH,4692.85,31
934,Vendas,6380.19,31
935,Diretoria,8821.08,21
936,RH,13531.97,29
937,Vendas,13142.07,39
938,Engenharia,6099.35,31
939,Vendas,13207.33,23
940,Marketing,3655.78,31
941,Diretoria,13558.42,59
942,Engenharia,10387.56,38
943,Diretoria,10179.0,20
944,TI,8499.71,50
945,Diretoria,4134.01,48
946,Diretoria,11852.08,30
947,Vendas,10427.71,57
948,Engenharia,6776.33,57
949,TI,13623.41,58
950,Engenharia,10289.16,42
951,RH,13455.56,60
952,RH,5763.25,44
953,Diretoria,4704.24,43
954,TI,3504.51,47
955,RH,6442.47,43
956,Marketing,9372.81,22
957,Diretoria,14110.81,63
958,Diretoria,7991.59,58
959,Marketing,5229.44,22
960,Marketing,3954.68,46
961,TI,5914.3,45
962,TI,6138.25,21
963,Diretoria,3081.4,59
964,Marketing,12748.86,55
965,Marketing,7547.07,63
966,Vendas,7928.83,51
967,Engenharia,10703.05,44
968,TI,3694.61,20
969,Vendas,7635.68,43
970,Engenharia,8506.7,23
971,TI,5718.9,65
972,RH,7810.41,57
973,RH,14623.44,54
974,Vendas,7628.92,64
975,Marketing,6047.41,44
976,TI,6467.06,22
977,Engenharia,4660.28,22
978,Vendas,14217.95,39
979,Marketing,10958.7,47
980,RH,12233.32,46
981,Marketing,5994.48,37
982,TI,3881.93,27
983,Marketing,14591.87,30
984,TI,8937.72,61
985,Engenharia,3747.09,48
986,TI,5157.19,39
987,Engenharia,4200.68,49
988,TI,10133.87,50
989,TI,12012.34,24
990,Diretoria,10730.21,42
991,Marketing,8612.17,40
992,Engenharia,5501.67,60
993,TI,6692.62,23
994,Diretoria,8642.34,27
995,Diretoria,11143.5,53
996,Diretoria,12330.04,37
997,TI,4910.62,21
998,Engenharia,11813.32,34
999,Engenharia,6304.23,53
1000,TI,12176.32,33
1001,RH,6704.02,56
1002,Engenharia,7012.26,29
1003,Vendas,5229.81,43
1004,Diretoria,10531.5,23
1005,TI,9381.47,54
1006,RH,10409.85,35
1007,Vendas,10787.46,45
1008,RH,12862.45,33
1009,Marketing,3506.5,63
1010,RH,5111.98,33
1011,Vendas,7318.78,54
1012,RH,3390.23,45
1013,Marketing,4403.34,29
1014,Vendas,8523.8,29
1015,Vendas,13186.11,38
1016,TI,7851.76,33
1017,TI,14341.64,32
1018,Diretoria,13711.47,28
